Symbol,Short Name,Long Name,Type,Sector,Industry,Country
PPG,"PPG Industries, Inc.","PPG Industries, Inc.",share,Materials,Specialty Chemicals,"Pittsburgh, Pennsylvania"
PPL,PPL Corporation,PPL Corporation,share,Utilities,Electric Utilities,"Allentown, Pennsylvania"
PFG,Principal Financial Group Inc,"Principal Financial Group, Inc.",share,Financials,Life & Health Insurance,"Des Moines, Iowa"
PG,Procter & Gamble Company (The),The Procter & Gamble Company,share,Consumer Staples,Personal Care Products,"Cincinnati, Ohio"
PGR,Progressive Corporation (The),The Progressive Corporation,share,Financials,Property & Casualty Insurance,"Mayfield Village, Ohio"
PLD,"Prologis, Inc.","Prologis, Inc.",share,Real Estate,Industrial REITs,"San Francisco, California"
PRU,"Prudential Financial, Inc.","Prudential Financial, Inc.",share,Financials,Life & Health Insurance,"Newark, New Jersey"
PEG,Public Service Enterprise Group,Public Service Enterprise Group Incorporated,share,Utilities,Electric Utilities,"Newark, New Jersey"
PTC,PTC Inc.,PTC Inc.,share,Information Technology,Application Software,"Boston, Massachusetts"
PSA,Public Storage,Public Storage,share,Real Estate,Self-Storage REITs,"Glendale, California"
PHM,"PulteGroup, Inc.","PulteGroup, Inc.",share,Consumer Discretionary,Homebuilding,"Atlanta, Georgia"
PWR,"Quanta Services, Inc.","Quanta Services, Inc.",share,Industrials,Construction & Engineering,"Houston, Texas"
QCOM,QUALCOMM Incorporated,QUALCOMM Incorporated,share,Information Technology,Semiconductors,"San Diego, California"
DGX,Quest Diagnostics Incorporated,Quest Diagnostics Incorporated,share,Health Care,Health Care Services,"Secaucus, New Jersey"
RL,Ralph Lauren Corporation,Ralph Lauren Corporation,share,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York"
RJF,"Raymond James Financial, Inc.","Raymond James Financial, Inc.",share,Financials,Investment Banking & Brokerage,"St. Petersburg, Florida"
RTX,RTX Corporation,RTX Corporation,share,Industrials,Aerospace & Defense,"Waltham, Massachusetts"
O,Realty Income Corporation,Realty Income Corporation,share,Real Estate,Retail REITs,"San Diego, California"
REG,Regency Centers Corporation,Regency Centers Corporation,share,Real Estate,Retail REITs,"Jacksonville, Florida"
REGN,"Regeneron Pharmaceuticals, Inc.","Regeneron Pharmaceuticals, Inc.",share,Health Care,Biotechnology,"Tarrytown, New York"
RF,Regions Financial Corporation,Regions Financial Corporation,share,Financials,Regional Banks,"Birmingham, Alabama"
RSG,"Republic Services, Inc.","Republic Services, Inc.",share,Industrials,Environmental & Facilities Services,"Phoenix, Arizona"
RMD,ResMed Inc.,ResMed Inc.,share,Health Care,Health Care Equipment,"San Diego, California"
RVTY,"Revvity, Inc.","Revvity, Inc.",share,Health Care,Health Care Equipment,"Waltham, Massachusetts"
HOOD,"Robinhood Markets, Inc.","Robinhood Markets, Inc.",share,Financials,Investment Banking & Brokerage,"Menlo Park, California"
ROK,"Rockwell Automation, Inc.","Rockwell Automation, Inc.",share,Industrials,Electrical Components & Equipment,"Milwaukee, Wisconsin"
ROL,"Rollins, Inc.","Rollins, Inc.",share,Industrials,Environmental & Facilities Services,"Atlanta, Georgia"
ROP,"Roper Technologies, Inc.","Roper Technologies, Inc.",share,Information Technology,Electronic Equipment & Instruments,"Sarasota, Florida"
ROST,"Ross Stores, Inc.","Ross Stores, Inc.",share,Consumer Discretionary,Apparel Retail,"Dublin, California"
RCL,Royal Caribbean Cruises Ltd.,Royal Caribbean Cruises Ltd.,share,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Miami, Florida"
SPGI,S&P Global Inc.,S&P Global Inc.,share,Financials,Financial Exchanges & Data,"New York City, New York"
CRM,"Salesforce, Inc.","Salesforce, Inc.",share,Information Technology,Application Software,"San Francisco, California"
SBAC,SBA Communications Corporation,SBA Communications Corporation,share,Real Estate,Telecom Tower REITs,"Boca Raton, Florida"
SLB,SLB Limited,SLB N.V.,share,Energy,Oil & Gas Equipment & Services,"Houston, Texas"
STX,Seagate Technology Holdings PLC,Seagate Technology Holdings plc,share,Information Technology,"Technology Hardware, Storage & Peripherals","Dublin, Ireland"
SRE,DBA Sempra,Sempra,share,Utilities,Multi-Utilities,"San Diego, California"
NOW,"ServiceNow, Inc.","ServiceNow, Inc.",share,Information Technology,Systems Software,"Santa Clara, California"
SHW,Sherwin-Williams Company (The),The Sherwin-Williams Company,share,Materials,Specialty Chemicals,"Cleveland, Ohio"
SPG,"Simon Property Group, Inc.","Simon Property Group, Inc.",share,Real Estate,Retail REITs,"Indianapolis, Indiana"
SWKS,"Skyworks Solutions, Inc.","Skyworks Solutions, Inc.",share,Information Technology,Semiconductors,"Irvine, California"
SJM,The J.M. Smucker Company,The J. M. Smucker Company,share,Consumer Staples,Packaged Foods & Meats,"Orrville, Ohio"
SW,Smurfit WestRock plc,Smurfit Westrock Plc,share,Materials,Paper & Plastic Packaging Products & Materials,"Dublin, Ireland"
SNA,Snap-On Incorporated,Snap-on Incorporated,share,Industrials,Industrial Machinery & Supplies & Components,"Kenosha, Wisconsin"
SOLV,Solventum Corporation,Solventum Corporation,share,Health Care,Health Care Technology,"Saint Paul, Minnesota"
SO,Southern Company (The),The Southern Company,share,Utilities,Electric Utilities,"Atlanta, Georgia"
LUV,Southwest Airlines Company,Southwest Airlines Co.,share,Industrials,Passenger Airlines,"Dallas, Texas"
SWK,"Stanley Black & Decker, Inc.","Stanley Black & Decker, Inc.",share,Industrials,Industrial Machinery & Supplies & Components,"New Britain, Connecticut"
SBUX,Starbucks Corporation,Starbucks Corporation,share,Consumer Discretionary,Restaurants,"Seattle, Washington"
STT,State Street Corporation,State Street Corporation,share,Financials,Asset Management & Custody Banks,"Boston, Massachusetts"
STLD,"Steel Dynamics, Inc.","Steel Dynamics, Inc.",share,Materials,Steel,"Fort Wayne, Indiana"
STE,STERIS plc (Ireland),STERIS plc,share,Health Care,Health Care Equipment,"Dublin, Ireland"
SYK,Stryker Corporation,Stryker Corporation,share,Health Care,Health Care Equipment,"Kalamazoo, Michigan"
SMCI,"Super Micro Computer, Inc.","Super Micro Computer, Inc.",share,Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California"
SYF,Synchrony Financial,Synchrony Financial,share,Financials,Consumer Finance,"Stamford, Connecticut"
SNPS,"Synopsys, Inc.","Synopsys, Inc.",share,Information Technology,Application Software,"Sunnyvale, California"
SYY,Sysco Corporation,Sysco Corporation,share,Consumer Staples,Food Distributors,"Houston, Texas"
TMUS,"T-Mobile US, Inc.","T-Mobile US, Inc.",share,Communication Services,Wireless Telecommunication Services,"Bellevue, Washington"
TROW,"T. Rowe Price Group, Inc.","T. Rowe Price Group, Inc.",share,Financials,Asset Management & Custody Banks,"Baltimore, Maryland"
TTWO,"Take-Two Interactive Software, ","Take-Two Interactive Software, Inc.",share,Communication Services,Interactive Home Entertainment,"New York City, New York"
TPR,"Tapestry, Inc.","Tapestry, Inc.",share,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York"
TRGP,"Targa Resources, Inc.",Targa Resources Corp.,share,Energy,Oil & Gas Storage & Transportation,"Houston, Texas"
TGT,Target Corporation,Target Corporation,share,Consumer Staples,Consumer Staples Merchandise Retail,"Minneapolis, Minnesota"
TEL,TE Connectivity plc,TE Connectivity plc,share,Information Technology,Electronic Manufacturing Services,"Galway, Ireland"
TDY,Teledyne Technologies Incorpora,Teledyne Technologies Incorporated,share,Information Technology,Electronic Equipment & Instruments,"Thousand Oaks, California"
TER,"Teradyne, Inc.","Teradyne, Inc.",share,Information Technology,Semiconductor Materials & Equipment,"North Reading, Massachusetts"
TSLA,"Tesla, Inc.","Tesla, Inc.",share,Consumer Discretionary,Automobile Manufacturers,"Austin, Texas"
TXN,Texas Instruments Incorporated,Texas Instruments Incorporated,share,Information Technology,Semiconductors,"Dallas, Texas"
TPL,Texas Pacific Land Corporation,Texas Pacific Land Corporation,share,Energy,Oil & Gas Exploration & Production,"Dallas, Texas"
TXT,Textron Inc.,Textron Inc.,share,Industrials,Aerospace & Defense,"Providence, Rhode Island"
TMO,Thermo Fisher Scientific Inc,Thermo Fisher Scientific Inc.,share,Health Care,Life Sciences Tools & Services,"Waltham, Massachusetts"
TJX,"TJX Companies, Inc. (The)","The TJX Companies, Inc.",share,Consumer Discretionary,Apparel Retail,"Framingham, Massachusetts"
TKO,"TKO Group Holdings, Inc.","TKO Group Holdings, Inc.",share,Communication Services,Movies & Entertainment,"New York City, New York"
TTD,"The Trade Desk, Inc.","The Trade Desk, Inc.",share,Communication Services,Advertising,"Ventura, California"
TSCO,Tractor Supply Company,Tractor Supply Company,share,Consumer Discretionary,Other Specialty Retail,"Brentwood, Tennessee"
TT,Trane Technologies plc,Trane Technologies plc,share,Industrials,Building Products,"Dublin, Ireland"
TDG,Transdigm Group Incorporated,TransDigm Group Incorporated,share,Industrials,Aerospace & Defense,"Cleveland, Ohio"
TRV,"The Travelers Companies, Inc.","The Travelers Companies, Inc.",share,Financials,Property & Casualty Insurance,"New York City, New York"
TRMB,Trimble Inc.,Trimble Inc.,share,Information Technology,Electronic Equipment & Instruments,"Westminster, Colorado"
TFC,Truist Financial Corporation,Truist Financial Corporation,share,Financials,Diversified Banks,"Charlotte, North Carolina"
TYL,"Tyler Technologies, Inc.","Tyler Technologies, Inc.",share,Information Technology,Application Software,"Plano, Texas"
TSN,"Tyson Foods, Inc.","Tyson Foods, Inc.",share,Consumer Staples,Packaged Foods & Meats,"Springdale, Arkansas"
USB,U.S. Bancorp,U.S. Bancorp,share,Financials,Diversified Banks,"Minneapolis, Minnesota"
UBER,"Uber Technologies, Inc.","Uber Technologies, Inc.",share,Industrials,Passenger Ground Transportation,"San Francisco, California"
UDR,"UDR, Inc.","UDR, Inc.",share,Real Estate,Multi-Family Residential REITs,"Highlands Ranch, Colorado"
ULTA,"Ulta Beauty, Inc.","Ulta Beauty, Inc.",share,Consumer Discretionary,Other Specialty Retail,"Bolingbrook, Illinois"
UNP,Union Pacific Corporation,Union Pacific Corporation,share,Industrials,Rail Transportation,"Omaha, Nebraska"
UAL,"United Airlines Holdings, Inc.","United Airlines Holdings, Inc.",share,Industrials,Passenger Airlines,"Chicago, Illinois"
UPS,"United Parcel Service, Inc.","United Parcel Service, Inc.",share,Industrials,Air Freight & Logistics,"Sandy Springs, Georgia"
URI,"United Rentals, Inc.","United Rentals, Inc.",share,Industrials,Trading Companies & Distributors,"Stamford, Connecticut"
UNH,UnitedHealth Group Incorporated,UnitedHealth Group Incorporated,share,Health Care,Managed Health Care,"Eden Prairie, Minnesota"
UHS,"Universal Health Services, Inc.","Universal Health Services, Inc.",share,Health Care,Health Care Facilities,"King of Prussia, Pennsylvania"
VLO,Valero Energy Corporation,Valero Energy Corporation,share,Energy,Oil & Gas Refining & Marketing,"San Antonio, Texas"
VTR,"Ventas, Inc.","Ventas, Inc.",share,Real Estate,Health Care REITs,"Chicago, Illinois"
VLTO,Veralto Corp,Veralto Corporation,share,Industrials,Environmental & Facilities Services,"Waltham, Massachusetts"
VRSN,"VeriSign, Inc.","VeriSign, Inc.",share,Information Technology,Internet Services & Infrastructure,"Reston, Virginia"
VRSK,"Verisk Analytics, Inc.","Verisk Analytics, Inc.",share,Industrials,Research & Consulting Services,"Jersey City, New Jersey"
VZ,Verizon Communications Inc.,Verizon Communications Inc.,share,Communication Services,Integrated Telecommunication Services,"New York City, New York"
VRTX,Vertex Pharmaceuticals Incorpor,Vertex Pharmaceuticals Incorporated,share,Health Care,Biotechnology,"Boston, Massachusetts"
VTRS,Viatris Inc.,Viatris Inc.,share,Health Care,Pharmaceuticals,"Pittsburgh, Pennsylvania"
VICI,VICI Properties Inc.,VICI Properties Inc.,share,Real Estate,Hotel & Resort REITs,"New York City, New York"
V,Visa Inc.,Visa Inc.,share,Financials,Transaction & Payment Processing Services,"San Francisco, California"
VST,Vistra Corp.,Vistra Corp.,share,Utilities,Electric Utilities,"Irving, Texas"
VMC,Vulcan Materials Company (Holdi,Vulcan Materials Company,share,Materials,Construction Materials,"Birmingham, Alabama"
WRB,W.R. Berkley Corporation,W. R. Berkley Corporation,share,Financials,Property & Casualty Insurance,"Greenwich, Connecticut"
GWW,"W.W. Grainger, Inc.","W.W. Grainger, Inc.",share,Industrials,Industrial Machinery & Supplies & Components,"Lake Forest, Illinois"
WAB,Westinghouse Air Brake Technolo,Westinghouse Air Brake Technologies Corporation,share,Industrials,Construction Machinery & Heavy Transportation Equipment,"Pittsburgh, Pennsylvania"
WMT,Walmart Inc.,Walmart Inc.,share,Consumer Staples,Consumer Staples Merchandise Retail,"Bentonville, Arkansas"
DIS,Walt Disney Company (The),The Walt Disney Company,share,Communication Services,Movies & Entertainment,"Burbank, California"
WBD,"Warner Bros. Discovery, Inc. - ","Warner Bros. Discovery, Inc.",share,Communication Services,Broadcasting,"New York City, New York"
WM,"Waste Management, Inc.","Waste Management, Inc.",share,Industrials,Environmental & Facilities Services,"Houston, Texas"
WAT,Waters Corporation,Waters Corporation,share,Health Care,Life Sciences Tools & Services,"Milford, Massachusetts"
WEC,"WEC Energy Group, Inc.","WEC Energy Group, Inc.",share,Utilities,Electric Utilities,"Milwaukee, Wisconsin"
WFC,Wells Fargo & Company,Wells Fargo & Company,share,Financials,Diversified Banks,"San Francisco, California"
WELL,Welltower Inc.,Welltower Inc.,share,Real Estate,Health Care REITs,"Toledo, Ohio"
WST,"West Pharmaceutical Services, I","West Pharmaceutical Services, Inc.",share,Health Care,Health Care Supplies,"Exton, Pennsylvania"
WDC,Western Digital Corporation,Western Digital Corporation,share,Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California"
WY,Weyerhaeuser Company,Weyerhaeuser Company,share,Real Estate,Timber REITs,"Seattle, Washington"
WSM,"Williams-Sonoma, Inc.","Williams-Sonoma, Inc.",share,Consumer Discretionary,Homefurnishing Retail,"San Francisco, California"
WMB,"Williams Companies, Inc. (The)","The Williams Companies, Inc.",share,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma"
WTW,Willis Towers Watson Public Lim,Willis Towers Watson Public Limited Company,share,Financials,Insurance Brokers,"London, United Kingdom"
WDAY,"Workday, Inc.","Workday, Inc.",share,Information Technology,Application Software,"Pleasanton, California"
WYNN,"Wynn Resorts, Limited","Wynn Resorts, Limited",share,Consumer Discretionary,Casinos & Gaming,"Paradise, Nevada"
XEL,Xcel Energy Inc.,Xcel Energy Inc.,share,Utilities,Multi-Utilities,"Minneapolis, Minnesota"
XYL,Xylem Inc.,Xylem Inc.,share,Industrials,Industrial Machinery & Supplies & Components,"White Plains, New York"
YUM,"Yum! Brands, Inc.","Yum! Brands, Inc.",share,Consumer Discretionary,Restaurants,"Louisville, Kentucky"
ZBRA,Zebra Technologies Corporation,Zebra Technologies Corporation,share,Information Technology,Electronic Equipment & Instruments,"Lincolnshire, Illinois"
ZBH,"Zimmer Biomet Holdings, Inc.","Zimmer Biomet Holdings, Inc.",share,Health Care,Health Care Equipment,"Warsaw, Indiana"
ZTS,Zoetis Inc.,Zoetis Inc.,share,Health Care,Pharmaceuticals,"Parsippany, New Jersey"
AAMI,Acadian Asset Management Inc.,Acadian Asset Management Inc.,share,Financials,Asset Management & Custody Banks,"Boston, Massachusetts"
AAP,Advance Auto Parts Inc.,"Advance Auto Parts, Inc.",share,Consumer Discretionary,Automotive Retail,"Raleigh, North Carolina"
AAT,"American Assets Trust, Inc.","American Assets Trust, Inc.",share,Real Estate,Diversified REITs,"San Diego, California"
ABCB,Ameris Bancorp,Ameris Bancorp,share,Financials,Regional Banks,"Atlanta, Georgia"
ABG,Asbury Automotive Group Inc,"Asbury Automotive Group, Inc.",share,Consumer Discretionary,Automotive Retail,"Duluth, Georgia"
ABM,ABM Industries Incorporated,ABM Industries Incorporated,share,Industrials,Environmental & Facilities Services,"New York City, New York"
ABR,Arbor Realty Trust,"Arbor Realty Trust, Inc.",share,Financials,Mortgage REITs,"Uniondale, New York"
ACA,"Arcosa, Inc.","Arcosa, Inc.",share,Industrials,Construction & Engineering,"Dallas, Texas"
ACAD,ACADIA Pharmaceuticals Inc.,ACADIA Pharmaceuticals Inc.,share,Health Care,Pharmaceuticals,"San Diego, California"
ACHC,"Acadia Healthcare Company, Inc.","Acadia Healthcare Company, Inc.",share,Health Care,Health Care Facilities,"Franklin, Tennessee"
ACIW,"ACI Worldwide, Inc.","ACI Worldwide, Inc.",share,Information Technology,Application Software,"Miami, Florida"
ACLS,"Axcelis Technologies, Inc.","Axcelis Technologies, Inc.",share,Information Technology,Semiconductor Materials & Equipment,"Beverly, Massachusetts"
ACT,"Enact Holdings, Inc.","Enact Holdings, Inc.",share,Financials,Commercial & Residential Mortgage Finance,"Raleigh, North Carolina"
ADAM,"Adamas Trust, Inc.","Adamas Trust, Inc.",share,Real Estate,Mortgage REITs,"New York City, New York"
ADEA,Adeia Inc.,Adeia Inc.,share,Information Technology,IT Consulting & Other Services,"San Jose, California"
ADMA,ADMA Biologics Inc,"ADMA Biologics, Inc.",share,Health Care,Biotechnology,"Ramsey, New Jersey"
